onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
245.798	0.5	0.35	53	HORIZONTAL-U-D-23	prf/prf_2_174.png	174
246.648	0.5	0.35	52	HORIZONTAL-U-D-22	prf/prf_2_175.png	175
247.497	0.5	0.35	51	HORIZONTAL-U-D-21	prf/prf_2_176.png	176
248.347	0.5	0.35	50	HORIZONTAL-U-D-20	prf/prf_2_177.png	177
249.2	0.5	0.35	49	HORIZONTAL-U-D-19	prf/prf_2_178.png	178
250.048	0.5	0.35	48	HORIZONTAL-U-D-18	prf/prf_2_179.png	179
250.898	0.5	0.35	47	HORIZONTAL-U-D-17	prf/prf_2_180.png	180
251.747	0.5	0.35	46	HORIZONTAL-U-D-16	prf/prf_2_181.png	181
252.597	0.5	0.35	45	HORIZONTAL-U-D-15	prf/prf_2_182.png	182
253.45	0.5	0.35	44	HORIZONTAL-U-D-14	prf/prf_2_183.png	183
254.298	0.5	0.35	43	HORIZONTAL-U-D-13	prf/prf_2_184.png	184
255.148	0.5	0.35	42	HORIZONTAL-U-D-12	prf/prf_2_185.png	185
255.997	0.5	0.35	41	HORIZONTAL-U-D-11	prf/prf_2_186.png	186
256.847	0.5	0.35	40	HORIZONTAL-U-D-10	prf/prf_2_187.png	187
257.7	0.5	0.35	39	HORIZONTAL-U-D-9	prf/prf_2_188.png	188
258.545	0.5	0.35	38	HORIZONTAL-U-D-8	prf/prf_2_189.png	189
259.4	0.5	0.35	37	HORIZONTAL-U-D-7	prf/prf_2_190.png	190
260.25	0.5	0.35	36	HORIZONTAL-U-D-6	prf/prf_2_191.png	191
261.1	0.5	0.35	35	HORIZONTAL-U-D-5	prf/prf_2_192.png	192
261.95	0.5	0.35	34	HORIZONTAL-U-D-4	prf/prf_2_193.png	193
262.795	0.5	0.35	33	HORIZONTAL-U-D-3	prf/prf_2_194.png	194
263.65	0.5	0.35	32	HORIZONTAL-U-D-2	prf/prf_2_195.png	195
264.5	0.5	0.35	31	HORIZONTAL-U-D-1	prf/prf_2_196.png	196
265.35	0.5	0.35	95	DIAGONAL-RU-LD-1	prf/prf_2_197.png	197
266.2	0.5	0.35	96	DIAGONAL-RU-LD-2	prf/prf_2_198.png	198
267.045	0.5	0.35	97	DIAGONAL-RU-LD-3	prf/prf_2_199.png	199
267.9	0.5	0.35	98	DIAGONAL-RU-LD-4	prf/prf_2_200.png	200
268.75	0.5	0.35	99	DIAGONAL-RU-LD-5	prf/prf_2_201.png	201
269.6	0.5	0.35	100	DIAGONAL-RU-LD-6	prf/prf_2_202.png	202
270.45	0.5	0.35	101	DIAGONAL-RU-LD-7	prf/prf_2_203.png	203
271.295	0.5	0.35	102	DIAGONAL-RU-LD-8	prf/prf_2_204.png	204
272.15	0.5	0.35	103	DIAGONAL-RU-LD-9	prf/prf_2_205.png	205
273	0.5	0.35	104	DIAGONAL-RU-LD-10	prf/prf_2_206.png	206
273.85	0.5	0.35	105	DIAGONAL-RU-LD-11	prf/prf_2_207.png	207
274.7	0.5	0.35	106	DIAGONAL-RU-LD-12	prf/prf_2_208.png	208
